[(10, u'heartpoor')
(10, u'ichabod')
(10, u'2chr95')
(10, u'lowted')
(10, u'1sm1532')
(10, u'packs')
(10, u'fettering')
(10, u'neighings')
(10, u'2chr1414')
(10, u'dolts')
(10, u'closetwar')
(10, u'hasadiah')
(10, u'couronne')
(10, u'transportance')
(10, u'courtsied')
(10, u'incidency')
(10, u'colossuswise')
(10, u'2cor72')
(10, u'mixtures')
(10, u"fiend's")
(10, u'pukestocking')
(10, u'pondered')
(10, u'1sm2111')
(10, u'2ki75')
(10, u'sapient')
(10, u'farmer')
(10, u'birch')
(10, u"ingross'd")
(10, u'meonothai')
(10, u'magnus')
(10, u'mowings')
(10, u'gagged')
(10, u'befortune')
(10, u'justness')
(10, u'2sm168')
(10, u'1ki518')
(10, u'possibleconfesshandkerchiefo')
(10, u'insuppressive')
(10, u'maaz')
(10, u'1ki312')
(10, u'1jn25')
(10, u'uzai')
(10, u'glozed')
(10, u'cohered')
(10, u'gibbar')
(10, u'1cor1623')
(10, u'1cor1436')
(10, u'recoiling')
(10, u'samothracia')
(10, u"rancour's")
(10, u'helicons')
(10, u'plied')
(10, u'1ki424')
(10, u'fowlers')
(10, u'baca')
(10, u'composes')
(10, u"night'")
(10, u'habitable')
(10, u'presences')
(10, u'permissive')
(10, u'twinkle')
(10, u"mirror's")
(10, u'2sm177')
(10, u'nexthark')
(10, u"good'")
(10, u'1sm712')
(10, u'1sm1734')
(10, u'rejoindure')
(10, u'alamoth')
(10, u'1sm1910')
(10, u'dislimns')
(10, u'compoundeth')
(10, u"'few")
(10, u'padan')
(10, u'1tim66')
(10, u'1ki1415')
(10, u'2sm1423')
(10, u'caraways')
(10, u'2chr2820')
(10, u'inreturn')
(10, u'pestle')
(10, u'catbut')
(10, u'african')
(10, u'1sm1419')
(10, u'2chr355')
(10, u'nonpayment')
(10, u'talbotites')
(10, u'2chr51')
(10, u'1cor1025')
(10, u'allegory')
(10, u"hands'")
(10, u'jokmeam')
(10, u'bilboes')
(10, u'poring')
(10, u"'mine")
(10, u'2sm1935')
(10, u'bedroom')
(10, u'trifler')
(10, u'courages')
(10, u'1pet12')
(10, u'2chr2316')
(10, u'warworn')
(10, u'haft')
(10, u'indirections')
(10, u'ambitions')
(10, u'confectionary')
(10, u"does'")
(10, u'ismaiah')
(10, u'cannotthe')
(10, u'rifle')
(10, u'complimental')
(10, u'mealy')
(10, u'overdaring')
(10, u'jovedo')
(10, u'scarcecold')
(10, u'kingbecoming')
(10, u'bloat')
(10, u'congee')
(10, u'2chr416')
(10, u'phillida')
(10, u'unfool')
(10, u'hereto')
(10, u'2cor811')
(10, u'satisfiest')
(10, u'2ki66')
(10, u"seat's")
(10, u"cutler's")
(10, u'xxix')
(10, u'northnortheast')
(10, u'straightpight')
(10, u'2ki1315')
(10, u'belches')
(10, u'ticklish')
(10, u'supplyment')
(10, u'unchilded')
(10, u'2ki2329')
(10, u'defeats')
(10, u'2ki1221')
(10, u'fruitdish')
(10, u'rector')
(10, u'1ki172')
(10, u'munitions')
(10, u'purifications')
(10, u'geuel')
(10, u'2sm62')
(10, u'1cor610')
(10, u'hornpipes')
(10, u'expresseth')
(10, u'1cor724')
(10, u'betwitched')
(10, u'eget')
(10, u'1ki161')
(10, u"nicholas'")
(10, u'2ki102')
(10, u"dumb'd")
(10, u'woundings')
(10, u'submerged')
(10, u'1jn43')
(10, u'canis')
(10, u'consentedst')
(10, u'thyine')
(10, u'2chr319')
(10, u'2chr2617')
(10, u'noteworthy')
(10, u'ashdothites')
(10, u'1sm1741')
(10, u'2sm810')
(10, u'contrariety')
(10, u'2sm1618')
(10, u'newcreate')
(10, u'highsighted')
(10, u'tattered')
(10, u"border'd")
(10, u'hirtius')
(10, u'clowder')
(10, u'doghole')
(10, u'1sm143')
(10, u'kishi')
(10, u"mandrake's")
(10, u'transfix')
(10, u'2cor61')
(10, u'shiphrah')
(10, u'himlet')
(10, u'daventry')
(10, u'jointservant')
(10, u'2ki515')
(10, u'witchcraftbut')
(10, u'accorded')
(10, u'heavings')
(10, u'1ki231')
(10, u'igdaliah')
(10, u'weddingbed')
(10, u"travail'd")
(10, u'2chr42')
(10, u'unbelieved')
(10, u'1cor1519')
(10, u"titania's")
(10, u'2sm1922')
(10, u'sneck')
(10, u'eliseus')
(10, u'mastiff')
(10, u'suborn')
(10, u'xxviii')
(10, u"fail'stas")
(10, u'indenting')
(10, u"smell't")
(10, u'procurea')
(10, u'styled')
(10, u'1sm1824')
(10, u'1th54')
(10, u'2tim12')
(10, u'2chr232')
(10, u'billo')
(10, u'mummers')
(10, u'2sm1715')
(10, u"faces'")
(10, u'aggrieved')
(10, u"pavilion'd")
(10, u'withoutdoor')
(10, u'2ki13')
(10, u'1cor1018')
(10, u'ifs')
(10, u'gracesand')
(10, u'battleaxe')
(10, u'plaits')
(10, u'1cor1216')
(10, u'exactest')
(10, u'stubbornchaste')
(10, u'2ki410')
(10, u'enguard')
(10, u'besonian')
(10, u'vieweth')
(10, u"''now")
(10, u'dunsmore')
(10, u'2ki256')
(10, u'2chr77')
(10, u'hammothdor')
(10, u'fillhorse')
(10, u'flemish')
(10, u"nachon's")
(10, u'1chr657')
(10, u'masking')
(10, u'mirable')
(10, u'2chr1120')
(10, u'direness')
(10, u"plumepluck'd")
(10, u'2chr3229')
(10, u'outwall')
(10, u'1chr1640')
(10, u'bluntest')
(10, u'castigation')
(10, u'unquietly')
(10, u'1ki1521')
(10, u'1pet215')
(10, u'carack')
(10, u'1pet417')
(10, u'charnelhouses')
(10, u'misthink')
(10, u'alton')
(10, u'prejudicates')
(10, u'somethingi')
(10, u'sewest')
(10, u"fiend'")
(10, u'1cor917')
(10, u'gibeath')
(10, u'heavenmoving')
(10, u'lackinggod')
(10, u'1chr1235')
(10, u'1ki1143')
(10, u'1ki1828')
(10, u'cawing')
(10, u'2chr3117')
(10, u'antipas')
(10, u'brewers')
(10, u'overbold')
(10, u'inbut')
(10, u'cicely')
(10, u'berites')
(10, u'fullam')
(10, u'shunless')
(10, u'undivided')
(10, u'neverdying')
(10, u"more's")
(10, u'neighbourstained')
(10, u'lisbon')
(10, u'dominical')
(10, u"let't")
(10, u'weakmade')
(10, u'1chr2717')
(10, u'1cor59')
(10, u'persist')
(10, u'killen')
(10, u'tooand')
(10, u'suppers')
(10, u'provokedst')
(10, u'2chr1010')
(10, u'1ki1716')
(10, u'cheaters')
(10, u"worthy's")
(10, u'extirped')
(10, u'thong')
(10, u'banged')
(10, u'wandlike')
(10, u'eschew')
(10, u'2chr3513')
(10, u"wretched'st")
(10, u'puzzled')
(10, u'capuletwhich')
(10, u'2ki1016')
(10, u'assailants')
(10, u'reaia')
(10, u'cl')
(10, u'weara')
(10, u'forthrights')
(10, u'oznites')
(10, u'1ki433')
(10, u'1sm305')
(10, u'silling')
(10, u'leavest')
(10, u'shells')
(10, u'bluecaps')
(10, u'2sm717')
(10, u"please't")
(10, u'2ki1427')
(10, u"church's")
(10, u"crowner's")
(10, u'2ki48')
(10, u'2cor1213')
(10, u'hazelnut')
(10, u'mapped')
(10, u'2tim215')
(10, u'perdonato')
(10, u'shamefast')
(10, u'cocksure')
(10, u'apieces')
(10, u'whiff')
(10, u'lasea')
(10, u'tuck')
(10, u'1cor1429')
(10, u"umber'd")
(10, u'ript')
(10, u'bugbear')
(10, u'midas')
(10, u'1ki1518')
(10, u'incertainty')
(10, u'tehinnah')
(10, u"brother''we")
(10, u'1chr297')
(10, u'visitings')
(10, u'tumbles')
(10, u'razing')
(10, u'nergal')
(10, u'scholari')
(10, u'quests')
(10, u'2cor1015')
(10, u'1ki1613')
(10, u'pooped')
(10, u'peoplewhich')
(10, u'shapham')
(10, u'2cor914')
(10, u'2chr333')
(10, u'rushcandle')
(10, u'takea')
(10, u'maggot')
(10, u'2ki1719')
(10, u"laid'st")
(10, u'pricksong')
(10, u'1pet123')
(10, u'unbidden')
(10, u'2ki1113')
(10, u"limn'd")
(10, u'nahbi')
(10, u'elephants')
(10, u'1sm3022')
(10, u'2chr2910')
(10, u'browbound')
(10, u'parisians')
(10, u'betroths')
(10, u'1sm420')
(10, u'2cor132')
(10, u'2tim417')
(10, u"not'sdeath")
(10, u'villiando')
(10, u'2sm612')
(10, u'fivefingertied')
(10, u'cherrypit')
(10, u"crispian'")
(10, u"skogan's")
(10, u'clangour')
(10, u'clipt')
(10, u"you'that")
(10, u'silversmith')
(10, u'natureso')
(10, u'flaying')
(10, u'gleeks')
(10, u'scutcheons')
(10, u'bowling')
(10, u'misspoke')
(10, u'zoreah')
(10, u'reproachest')
(10, u'headed')
(10, u'1sm1316')
(10, u'dreamest')
(10, u'stupefy')
(10, u'1ki1723')
(10, u'arraignment')
(10, u'prefixed')
(10, u'preferreth')
(10, u'angler')
(10, u'bethshittah')
(10, u'2chr243')
(10, u'sanded')
(10, u'resound')
(10, u'proudlier')
(10, u'1sm2825')
(10, u'2chr1322')
(10, u'tiedup')
(10, u'2ki1023')
(10, u'putteron')
(10, u"scotch'd")
(10, u'imbecility')
(10, u'2ki623')
(10, u'1ki2216')
(10, u'veiling')
(10, u"deum'")
(10, u'1sm1617')
(10, u'stillclosing')
(10, u'inclineth')
(10, u'seamaid')
(10, u"intermix'd")
(10, u'2chr342')
(10, u'gullcatcher')
(10, u"'twixt")
(10, u'damosella')
(10, u'finch')
(10, u"greatness'")
(10, u'2chr269')
(10, u'1chr510')
(10, u"ne'ertheless")
(10, u'1jn411')
(10, u'roarers')
(10, u'colosse')
(10, u'1ki2252')
(10, u'1chr1712')
(10, u'2sm164')
(10, u'vermin')
(10, u'tirathites')
(10, u'tolad')
(10, u'kettledrum')
(10, u'minewas')
(10, u'aharah')
(10, u'gambold')
(10, u"leave't")
(10, u'inheritances')
(10, u'meshillemith')
(10, u'1chr288')
(10, u"doom's")
(10, u'paraquito')
(10, u'2ki1827')
(10, u'pella')
(10, u'epistrophus')
(10, u'unloosed')
(10, u'momentany')
(10, u'flyblown')
(10, u'nahari')
(10, u'meditates')
(10, u'fum')
(10, u'coppersmith')
(10, u'flowersoft')
(10, u'gamul')
(10, u'1ki2014')
(10, u'suitable')
(10, u'gormandise')
(10, u'falsing')
(10, u'2sm2246')
(10, u'firstthou')
(10, u"perk'd")
(10, u'letushim')
(10, u'characterless')
(10, u'qualtitie')
(10, u'sellest')
(10, u'1ki1846')
(10, u'1chr1217')
(10, u'1sm58')
(10, u'understandings')
(10, u"emperor'")
(10, u'2ki933')
(10, u'shemidah')
(10, u'shelvy')
(10, u'instructors')
(10, u'thunderclaps')
(10, u'anise')
(10, u'1sm158')
(10, u'magormissabib')
(10, u'2ki821')
(10, u'deesse')
(10, u'woundsgod')
(10, u'2ki142')
(10, u'enchased')
(10, u'1chr2326')
(10, u'2sm1126')
(10, u'unwarily')
(10, u'2cor316')
(10, u'2cor87')
(10, u"o'ertopping")
(10, u'pausingly')
(10, u'fragile')
(10, u"peer'd")
(10, u'repeats')
(10, u'1tim26')
(10, u"still'")
(10, u'demipuppets')
(10, u'counciltable')
(10, u"purloin'd")
(10, u"quickanswer'd")
(10, u'propinquity')
(10, u'intentspeak')
(10, u'robed')
(10, u'communicatest')
(10, u'plood')
(10, u'1ki2119')
(10, u'swans')
(10, u'1sm161')
(10, u'2chr144')
(10, u'jehalelel')
(10, u"never'")
(10, u'saltiers')
(10, u'convinces')
(10, u'2sm1830')
(10, u'avim')
(10, u'1tim13')
(10, u'questionthat')
(10, u"sport'")
(10, u'lycia')
(10, u'sheresh')
(10, u'jeshuah')
(10, u'emeralds')
(10, u"swain's")
(10, u'cassado')
(10, u'clappeth')
(10, u'requiting')
(10, u'mulled')
(10, u'troat')
(10, u'1sm1020')
(10, u'scabs')
(10, u'bavin')
(10, u'swaddlingband')
(10, u'2ki2530')
(10, u'allwatched')
(10, u"baboon's")
(10, u'2ki1834')
(10, u'staider')
(10, u'2chr1713')
(10, u'cracknels')
(10, u'marketdays')
(10, u"forbear't")
(10, u'stagesso')
(10, u'daughtervillainlike')
(10, u'fullreplete')
(10, u'2ki168')
(10, u"cytherea's")
(10, u'2chr203')
(10, u'illrooted')
(10, u'senoys')
(10, u"hearer's")
(10, u'ordure')
(10, u'deathdivining')
(10, u'afeasting')
(10, u'neatherds')
(10, u"marcius'")
(10, u'1sm820')
(10, u'stows')
(10, u'disparagements')
(10, u'soaked')
(10, u'mappery')
(10, u'adoa')
(10, u"fig'send")
(10, u'lxvi')
(10, u"honeymouth'd")
(10, u'spited')
(10, u'2chr1829')
(10, u'slumbery')
(10, u'impudently')
(10, u'2sm230')
(10, u'assez')
(10, u"faithfull'st")
(10, u'jeribai')
(10, u'regiments')
(10, u'cheaply')
(10, u'pioned')
(10, u'1ki842')
(10, u"rage'")
(10, u'velure')
(10, u"juliet'")
(10, u'gentlefolks')
(10, u'slomber')
(10, u'1chr183')
(10, u'bonto')
(10, u'instructor')
(10, u'sobersad')
(10, u'copatain')
(10, u"said'ay")
(10, u'companied')
(10, u'detects')
(10, u'squadron')
(10, u'1ki1231')
(10, u'2ki425')
(10, u"he'this")
(10, u'deuce')
(10, u"vail'd")
(10, u"qu'aij'oublie")
(10, u'1ki730')
(10, u'1ki187')
(10, u'mun')
(10, u"spellstopp'd")
(10, u'eunice')
(10, u'excusable')
(10, u'fireshovel')
(10, u'sumpter')
(10, u'phenicia')
(10, u'sicyonis')
(10, u'manatarms')
(10, u'1chr622')
(10, u'1sm1738')
(10, u'socho')
(10, u'pose')
(10, u'1tim111')
(10, u'2sm1210')
(10, u'ishbah')
(10, u'jays')
(10, u"feverweaken'd")
(10, u'rakes')
(10, u'seleucia')
(10, u'overhandled')
(10, u'dozens')
(10, u'gentlekind')
(10, u'exorciser')
(10, u'jointring')
(10, u'xxx')
(10, u'croaks')
(10, u'lustiest')
(10, u'pignuts')
(10, u"ear's")
(10, u'auntmother')
(10, u'saba')
(10, u'proficient')
(10, u'caddisgarter')
(10, u'1sm253')
(10, u'ir')
(10, u'2chr632')
(10, u'2sm93')
(10, u'eleloheisrael')
(10, u'recounts')
(10, u'recountments')
(10, u'stillgazing')
(10, u'untirable')
(10, u'spreads')
(10, u'whiffler')
(10, u'1ki2249')
(10, u'1pet52')
(10, u'baisees')
(10, u'reeks')
(10, u"beldam's")
(10, u'halfworkers')
(10, u'hac')
(10, u'1chr712')
(10, u'arehere')
(10, u'lxxii')
(10, u'unproper')
(10, u'seel')
(10, u'2chr1814')
(10, u'1sm925')
(10, u'observingly')
(10, u'loveless')
(10, u'bondservice')
(10, u'sternage')
(10, u'vestures')
(10, u'allchanging')
(10, u'inclinable')
(10, u'2chr2525')
(10, u'1chr815')
(10, u'extraught')
(10, u'1ki851')
(10, u'2pet120')
(10, u'1chr2425')
(10, u'2chr3430')
(10, u'moabitish')
(10, u'turfy')
(10, u'2ki97')
(10, u'zavan')
(10, u'1chr29')
(10, u'satisfiedwhether')
(10, u'meadowfairies')
(10, u'alewashed')
(10, u'graveness')
(10, u'2th26')
(10, u'wittiest')
(10, u'calaber')
(10, u'2chr162')
(10, u'assubjugate')
(10, u'loyalties')
(10, u'2sm1614')
(10, u'stowage')
(10, u'parcelbawd')
(10, u'1ki61')
(10, u'2tim220')
(10, u'johns')
(10, u'2chr1317')
(10, u'downroping')
(10, u"strength's")
(10, u'1ki727')
(10, u'eshtemoh')
(10, u'ishpan')
(10, u'2sm2318')
(10, u'wad')
(10, u'camon')
(10, u'youwhy')
(10, u'waitingmaid')
(10, u'fireworks')
(10, u"unvanquish'd")
(10, u'kirjathsannah')
(10, u'2tim219')
(10, u'rosewater')
(10, u'falstafffast')
(10, u'friday')
(10, u'1chr442')
(10, u'nutriment')
(10, u'hyrcan')
(10, u'heartstruck')
(10, u'agoing')
(10, u'1chr1914')
(10, u'jahdo')
(10, u'defacers')
(10, u'deepdrawing')
(10, u'fosters')
(10, u'comates')
(10, u'huggermugger')
(10, u'whey')
(10, u'2chr131')
(10, u'1chr617')
(10, u'malmsey')
(10, u'statures')
(10, u"secret'st")
(10, u"peace'even")
(10, u"dear'd")
(10, u"marvell'd")
(10, u'honeying')
(10, u'1sm2612')
(10, u'1sm266')
(10, u'1sm415')
(10, u'outrode')
(10, u'allabhorred')
(10, u'1cor91')
(10, u'pew')
(10, u"gonzalo'")
(10, u'primer')
(10, u'affording')
(10, u'avims')
(10, u'scrippage')
(10, u'1tim524')
(10, u'joltheads')
(10, u'1pet41')
(10, u'2ki195')
(10, u"deathmark'd")
(10, u"nought's")
(10, u'approvest')
(10, u'theirbacksto')
(10, u'twinborn')
(10, u'2ki326')
(10, u'1ki745')
(10, u'bloodyhunting')
(10, u"honey'd")
(10, u'1chr727')
(10, u'1th521')
(10, u'2sm48')
(10, u'affied')
(10, u'cofferlids')
(10, u'1sm1529')
(10, u"victuall'd")
(10, u'2ki1917')
(10, u'shooter')
(10, u'2chr3423')
(10, u'lowlaid')
(10, u'valence')
(10, u'discontentedly')
(10, u'benefice')
(10, u'1ki824')
(10, u"fever's")
(10, u'tavernbills')
(10, u'partakes')
(10, u'contusions')
(10, u"dish'd")
(10, u'2chr157')
(10, u'delusion')
(10, u'contemneth')
(10, u'2chr3225')
(10, u'vici')
(10, u'shemeber')
(10, u'reprehending')
(10, u'andin')
(10, u'muscovy')
(10, u'1ki910')
(10, u'1chr1635')
(10, u'wittolcuckold')
(10, u'absentand')
(10, u'1th21')
(10, u'2cor1129')
(10, u'netherstocks')
(10, u'lxix')
(10, u'dooms')
(10, u'castaways')
(10, u'2ki151')
(10, u'2ki205')
(10, u'behowls')
(10, u'prawls')
(10, u'hawthorns')
(10, u"o'ershade")
(10, u'windinstrument')
(10, u'gadding')
(10, u'bloodbesotted')
(10, u'fixure')
(10, u"kingdom'd")
(10, u'glided')
(10, u'lordliness')
(10, u'disponge')
(10, u'epilepsy')
(10, u'2chr2420')
(10, u'wreckful')
(10, u'recant')
(10, u'beriites')
(10, u'swimmers')
(10, u'fullyi')
(10, u'prodigality')
(10, u'2chr2622')
(10, u'2chr126')
(10, u'1sm2542')
(10, u'shrowd')
(10, u'drawbridge')
(10, u'2cor110')
(10, u'temporizer')
(10, u'1ki1837')
(10, u'1sm275')
(10, u'2sm1315')
(10, u'2chr614')
(10, u'1pet34')
(10, u'2chr3315')
(10, u"balladmaker's")
(10, u'2sm515')
(10, u'welshwomen')
(10, u"shave't")
(10, u'2ki186')
(10, u'2chr28')
(10, u"litter'dnot")
(10, u'unwiped')
(10, u'2tim34')
(10, u'vilelyi')
(10, u'soothers')
(10, u'pleines')
(10, u'joinedstool')
(10, u'commixtion')
(10, u'2ki53')
(10, u'battalion')
(10, u'outvied')
(10, u'roundwombed')
(10, u"push'd")
(10, u'cloistress')
(10, u'1sm819')
(10, u'deuceace')
(10, u'buildedst')
(10, u'1chr2515')
(10, u'turd')
(10, u'pedascule')
(10, u'cardinally')
(10, u'1chr929')
(10, u'1sm83')
(10, u'forwarding')
(10, u'heeded')
(10, u'trollmydames')
(10, u'fullhot')
(10, u"cook'd")
(10, u'mop')
(10, u'musets')
(10, u"squeak'd")
(10, u'serpentlike')
(10, u'2ki612')
(10, u"soninlaw's")
(10, u"o'erfed")
(10, u'spavin')
(10, u'beaumond')
(10, u"mock'st")
(10, u'1sm2021')
(10, u'2chr2019')
(10, u'bragless')
(10, u'2sm2224')
(10, u'cix')
(10, u'2ki2112')
(10, u'sheaved')
(10, u'disanimates')
(10, u'1chr1136')
(10, u'2chr719')
(10, u'expires')
(10, u"crookknee'd")
(10, u'2chr3210')
(10, u'textfile')
(10, u'swung')
(10, u'strongbesieged')
(10, u'1sm1415')
(10, u'darkish')
(10, u'microcosm')
(10, u'firmset')
(10, u'overwhelming')
(10, u'whileere')
(10, u'jehovahjireh')
(10, u'vauntcouriers')
(10, u'reportafter')
(10, u'1ki1110')
(10, u'permafoy')
(10, u'phebes')
(10, u'assassination')
(10, u'reliquit')
(10, u'snipttaffeta')
(10, u'1chr2410')
(10, u"howl'st")
(10, u'earswaving')
(10, u'heavyhanging')
(10, u'disjunction')
(10, u'2chr2415')
(10, u'vauvado')
(10, u'2cor32')
(10, u"coram'")
(10, u'brewing')
(10, u'1cor139')
(10, u'1tim57')
(10, u'burrows')
(10, u'olivers')
(10, u'1cor37')
(10, u'caitiffs')
(10, u'unkinglike')
(10, u'travailest')
(10, u'bolingbrokefor')
(10, u"unregister'd")
(10, u'2ki1531')
(10, u'seorim')
(10, u'2ki1416')
(10, u'couplets')
(10, u'connive')
(10, u'2chr2114')
(10, u'1sm288')
(10, u'2ki2017')
(10, u'voicefor')
(10, u'1chr671')
(10, u'2chr3320')
(10, u'2ki313')
(10, u'lapland')
(10, u'shearjashub')
(10, u'gibber')
(10, u'ods')
(10, u'2th313')
(10, u'olden')
(10, u'bums')
(10, u'persists')
(10, u'highproud')
(10, u'milkpaps')
(10, u'encounterd')
(10, u"libbard's")
(10, u'1ki1015')
(10, u"consign'd")
(10, u'quoit')
(10, u'clept')
(10, u'cataplasm')
(10, u'1cor1119')
(10, u'ciphers')
(10, u'1chr2520')
(10, u'envenoms')
(10, u'cloudiness')
(10, u'mastersecretary')
(10, u'eggshell')
(10, u'shrines')
(10, u'1jn510')
(10, u'waswere')
(10, u'shimma')
(10, u'deliciousness')
(10, u'kadmonites')
(10, u"neatherd's")
(10, u'betonim')
(10, u'foreknow')
(10, u'behavedst')
(10, u'1pet220')
(10, u'2cor1114')
(10, u'2pet119')
(10, u'document')
(10, u'bethazmaveth')
(10, u'2ki2211')
(10, u'forchallengers')
(10, u'euodias')
(10, u'nookshotten')
(10, u'overt')
(10, u'ithmah')
(10, u'hencegoing')
(10, u'knighterrant')
(10, u"amram's")
(10, u'2chr2024')
(10, u'tricking')
(10, u'himjudas')
(10, u'1chr1121')
(10, u'1pet314')
(10, u'morndew')
(10, u'peregrinate')
(10, u'gaud')
(10, u'persuadethe')
(10, u'1ki18')
(10, u'raamses')
(10, u'shebarim')
(10, u'1chr910')
(10, u"swell'st")
(10, u'1chr1613')
(10, u"uncheck'd")
(10, u'sibylla')
(10, u'shipwrights')
(10, u'ardites')
(10, u'malignancy')
(10, u'nymphas')
(10, u'carshena')
(10, u'trying')
(10, u'solidity')
(10, u'trop')
(10, u'snoring')
(10, u"o'ereaten")
(10, u'gispa')
(10, u'areopagite')
(10, u'1ki1918')
(10, u'forgers')
(10, u'heleb')
(10, u'2cor21')
(10, u'planched')
(10, u'1ki1226')
(10, u'2ki436')
(10, u'1chr2119')
(10, u'1sm94')
(10, u'2ki124')
(10, u'chesulloth')
(10, u'blasphemously')
(10, u'2chr108')
(10, u"loof'd")
(10, u'discerneth')
(10, u"selfslaughter'd")
(10, u'2sm1016')
(10, u'2sm2237')
(10, u'2ki1526')
(10, u'bolins')
(10, u'jested')
(10, u'2cor129')
(10, u'1sm2528')
(10, u"unscour'd")
(10, u'boltinghutch')
(10, u'1ki411')
(10, u'1chr1011')
(10, u'1sm2511')
(10, u'1pet219')
(10, u'gederite')
(10, u'fishpond')
(10, u'1cor1230')
(10, u'renouncement')
(10, u'seamarge')
(10, u'engagements')
(10, u'2sm22')
(10, u"committ'st")
(10, u'lint')
(10, u'easyyielding')
(10, u'2chr11')
(10, u'pushing')
(10, u'presurmise')
(10, u'virtuouswhere')
(10, u'2chr3614')
(10, u'unoccupied')
(10, u"northumberland's")
(10, u"lucifer's")
(10, u'coherence')
(10, u'incomprehensible')
(10, u"cave's")
(10, u'elbethel')
(10, u'chidon')
(10, u'1cor1124')
(10, u'1chr76')
(10, u'uprighteously')
(10, u'pawned')
(10, u'chaces')
(10, u"ground'")
(10, u'1ki1316')
(10, u'newshed')
(10, u"caper'd")
(10, u'amasiah')
(10, u'gravities')
(10, u'blabs')
(10, u'perfidiously')
(10, u'poisoned')
(10, u"heartwish'd")
(10, u'1sm2036')
(10, u'conceitless')
(10, u'partyverdict')
(10, u'2chr298')
(10, u'jehud')
(10, u'myrtleleaf')
(10, u'disjoin')
(10, u'3jn12')
(10, u'breakest')
(10, u'ceaseless')
(10, u'2ki915')
(10, u'poys')
(10, u'thara')
(10, u'cxxiv')
(10, u'2sm317')
(10, u'commentaries')
(10, u'peg')
(10, u'enhaddah')
(10, u'chirurgeonly')
(10, u'hommes')
(10, u'1sm172')
(10, u'gentlei')
(10, u'stages')
(10, u'interjoin')
(10, u'2sm245')
(10, u'2chr2510')
(10, u'depute')
(10, u'chuffs')
(10, u'himselfwhich')
(10, u'flatlong')
(10, u'sitnah')
(10, u'wezand')
(10, u'2sm2422')
(10, u'2cor54')
(10, u'1chr172')
(10, u'secacah')
(10, u'2ki1214')
(10, u'2chr2037')
(10, u'1chr2124')
(10, u'flamen')
(10, u'1sm1114')
(10, u'heo')
(10, u'dieas')
(10, u'lookeron')
(10, u'1cor55')
(10, u'nettleseed')
(10, u'opulency')
(10, u'idbash')
(10, u'respeaking')
(10, u'suffrage')
(10, u"should'")
(10, u'amphimachus')
(10, u'unearthly')
(10, u'composture')
(10, u'reprovest')
(10, u'temperality')
(10, u'2sm57')
(10, u'ashriel')
(10, u"present'st")
(10, u'emperial')
(10, u'2chr64')
(10, u'1chr1312')
(10, u'2sm2321')
(10, u'hazaiah')
(10, u'wheeling')
(10, u'chargehouse')
(10, u'cloudkissing')
(10, u'1chr2331')
(10, u'wat')
(10, u'1jn14')
(10, u'faltering')
(10, u'2chr913')
(10, u'1chr65')
(10, u'hinckley')
(10, u"pair'd")
(10, u"chalk'd")
(10, u'allottery')
(10, u'1cor711')
(10, u'2sm1720')
(10, u'terre')
(10, u'1sm1716')
(10, u'1cor1223')
(10, u'windlasses')
(10, u'enjoyer')
(10, u'2chr359')
(10, u'filberts')
(10, u"do'thell")
(10, u'reposed')
(10, u'1th518')
(10, u'oppresses')
(10, u'1sm1019')
(10, u'viand')
(10, u'malcontents')
(10, u'mains')
(10, u'outswell')
(10, u'2ki35')
(10, u'jaresiah')
(10, u'1cor926')
(10, u'kneedeep')
(10, u"drew'st")
(10, u'extincted')
(10, u'aidant')
(10, u'noster')
(10, u'struts')
(10, u"whelk'd")
(10, u'bedeiah')
(10, u'2ki520')
(10, u'1sm239')
(10, u'ycliped')
(10, u'neatly')
(10, u'moat')
(10, u'newlighted')
(10, u"whoop'd")
(10, u"mindthat's")
(10, u'arbah')
(10, u'onewhen')
(10, u'2sm84')
(10, u'2cor824')
(10, u'apprehendest')
(10, u'wafture')
(10, u'1sm1811')
(10, u'perfecter')
(10, u'testerned')
(10, u"fall'")
(10, u'bakbakkar')
(10, u'adorns')
(10, u'morrispike')
(10, u'forspoke')
(10, u'1chr428')
(10, u'tournaments')
(10, u'1cor46')
(10, u'terras')
(10, u'ittahkazin')
(10, u'2ki44')
(10, u'pillicock')
(10, u'mirma')
(10, u'xlviii')
(10, u'memorandums')
(10, u"beckon'd")
(10, u'1tim35')
(10, u'underfoot')
(10, u'hodaiah')
(10, u'theesomething')
(10, u'1sm3013')
(10, u'sluttishness')
(10, u'foulcankering')
(10, u'underprizing')
(10, u"overstain'd")
(10, u"began'st")
(10, u'1ki154')
(10, u'alloblivious')
(10, u'2sm209')
(10, u'2sm2417')
(10, u'movedst')
(10, u'2cor514')
(10, u'nibbler')
(10, u'vinaigre')
(10, u'evileyed')
(10, u'peniel')
(10, u'telassar')
(10, u'2sm1229')
(10, u'keisar')
(10, u'festinately')
(10, u'1jn29')
(10, u'carvings')
(10, u'1th58')
(10, u"nestor's")
(10, u'crushing')
(10, u'2cor18')
(10, u'augerhole')
(10, u"in'")
(10, u'1chr98')
(10, u'fleshment')
(10, u'supposedevils')
(10, u'cogitation')
(10, u'dislocate')
(10, u'conjoin')
(10, u'pharzites')
(10, u'1jn222')
(10, u'2chr720')
(10, u'cavaleiro')
(10, u'billiards')
(10, u'1sm2018')
(10, u'1chr43')
